TAG EPC,Comments,Nivel_Tension,Tipo_Bandeja,ancho util,Width,error?,H tot,Numero_Tramo,Length,Circuito N°1,Circuito N°2,Circuito N°3,Circuito N°4,Circuito N°5,Circuito N°6,Circuito N°7,Circuito N°8,Circuito N°9,Circuito N°10,Circuito N°11,Circuito N°12,Circuito N°13,Circuito N°14,Circuito N°15,Circuito N°16,Circuito N°17,Circuito N°18,Circuito N°19,Circuito N°20,Circuito N°21,Circuito N°22,Circuito N°23,Circuito N°24,Circuito N°25,Circuito N°26,Circuito N°27,Circuito N°28,Circuito N°29,Circuito N°30,Circuito N°31,Circuito N°32,Circuito N°33,Circuito N°34,Circuito N°35,Circuito N°36,Circuito N°37,Circuito N°38,Circuito N°39,Circuito N°40,Circuito N°41,Circuito N°42,Circuito N°43,Circuito N°44,Circuito N°45,Circuito N°46,Circuito N°47,Circuito N°48,Circuito N°49,Circuito N°50,Circuito N°51,Circuito N°52,Circuito N°53,Circuito N°54,Circuito N°55,Circuito N°56,Circuito N°57,Circuito N°58,Circuito N°59,Circuito N°60,Circuito N°61,Circuito N°62,Circuito N°63,Circuito N°64,Circuito N°65,Circuito N°66,Circuito N°67,Circuito N°68,Circuito N°69,Circuito N°70,Circuito N°71,Circuito N°72,Circuito N°73,Circuito N°74,Circuito N°75,Circuito N°76,Circuito N°77,Circuito N°78,Circuito N°79,Circuito N°80,A C1,A C2,A C3,A C4,A C5,A C6,A C7,A C8,A C9,A C10,A C11,A C12,A C13,A C14,A C15,A C16,A C17,A C18,A C19,A C20,A C21,A C22,A C23,A C24,A C25,A C26,A C27,A C28,A C29,A C30,A C31,A C32,A C33,A C34,A C35,A C36,A C37,A C38,A C39,A C40,A C41,A C42,A C43,A C44,A C45,A C46,A C47,A C48,A C49,A C50,A C51,A C52,A C53,A C54,A C55,A C56,A C57,A C58,A C59,A C60,A C61,A C62,A C63,A C64,A C65,A C66,A C67,A C68,A C69,A C70,A C71,A C72,A C73,A C74,A C75,A C76,A C77,A C78,A C79,A C80
2A-P-E-600-209,2A,P,E,1200,1200 mm,ok,264,209,1313,BDC F-1-j-1 / 14,XFMR-E-1-j-1-05 / 01,XFMR-F-1-j-1-05 / 01,EP-E-1-j1 / 01,EP-E-1-j1 / 02,EP-E-1-j1 / 03,EP-E-1-j1 / 04,RP-E-1-j-1-02 / 26,RP-E-1-j-1-02 / 28,RP-F-1-j-1-02 / 20,USP-E-1-j-1-01-NA-1-1 / 18,USP-E-1-j-1-01-NA-1-1 / 19,USP-E-1-j-1-01-NA-1-1 / 20,USP-E-1-j-1-01-NA-1-1 / 24,USP-E-1-j-1-01-NA-1-1 / 32,USP-E-1-j-1-01-NA-1-1 / 34,USP-E-1-j-1-01-NA-1-1 / 35,USP-E-1-j-1-01-NA-1-1 / 29,USP-E-1-j-1-01-NA-1-1 / 12,USP-E-1-j-1-01-NA-1-1 / 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,1",0,0,0,0,0,0,"31,8","26,4","20,4",15,"13,6","12,2","11,2","11,2","11,2","11,2",15,"13,6","17,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-600-209,2A,P,E,1200,1200 mm,ok,264,209,2923,BDC F-1-j-1 / 14,XFMR-E-1-j-1-05 / 01,EP-E-1-j1 / 01,EP-E-1-j1 / 02,EP-E-1-j1 / 03,EP-E-1-j1 / 04,RP-E-1-j-1-02 / 26,RP-E-1-j-1-02 / 28,RP-F-1-j-1-02 / 20,USP-E-1-j-1-01-NA-1-1 / 18,USP-E-1-j-1-01-NA-1-1 / 19,USP-E-1-j-1-01-NA-1-1 / 20,USP-E-1-j-1-01-NA-1-1 / 24,USP-E-1-j-1-01-NA-1-1 / 32,USP-E-1-j-1-01-NA-1-1 / 34,USP-E-1-j-1-01-NA-1-1 / 35,USP-E-1-j-1-01-NA-1-1 / 29,USP-E-1-j-1-01-NA-1-1 / 12,USP-E-1-j-1-01-NA-1-1 / 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,1",0,0,0,0,0,"31,8","26,4","20,4",15,"13,6","12,2","11,2","11,2","11,2","11,2",15,"13,6","17,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-900-232.2,2A,P,E,900,900 mm,ok,262,232.2,1843,CP-F-1-j-1-01 / 01,CP-F-1-j-1-01 / 03,RP-E-1-j-1-02 / 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"117,6","117,6","26,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-600-315,2A,P,E,600,600 mm,ok,261,315,3780,RP-E-1-j-1-02-a / 22,RP-E-1-j-1-02-a / 26,RP-E-1-j-1-02-a / 27,RP-E-1-j-1-02-a / 28,RP-E-1-j-1-02-a / 29,RP-E-1-j-1-02-a / 30,RP-E-1-j-1-02-a / 31,RP-E-1-j-1-02-a / 32,USP-E-1-j-1-01-NA-1-1-a / 02,USP-E-1-j-1-01-NA-1-1-a / 03,USP-E-1-j-1-01-NA-1-1-a / 04,USP-E-1-j-1-01-NA-1-1-a / 05,USP-E-1-j-1-01-NA-1-1-a / 06,USP-E-1-j-1-01-NA-1-1-a / 30,USP-F-1-j-1-01-SB-1-1-a / 03,USP-F-1-j-1-01-SB-1-1-a / 04,USP-F-1-j-1-01-SB-1-1-a / 05,USP-F-1-j-1-01-SB-1-1-a / 06,USP-F-1-j-1-01-SB-1-1-a / 07,USP-F-1-j-1-01-SB-1-1-a / 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,6","13,6","13,6","13,6","13,6","13,6","13,6","13,6","11,2","11,2","12,2",15,"17,6","11,2","11,2","11,2","11,2",15,"13,6","11,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-600-315,2A,P,E,600,600 mm,ok,261,315,2315,RP-E-1-j-1-02-a / 22,RP-E-1-j-1-02-a / 26,RP-E-1-j-1-02-a / 27,RP-E-1-j-1-02-a / 28,RP-E-1-j-1-02-a / 29,RP-E-1-j-1-02-a / 30,RP-E-1-j-1-02-a / 31,RP-E-1-j-1-02-a / 32,USP-E-1-j-1-01-NA-1-1-a / 02,USP-E-1-j-1-01-NA-1-1-a / 03,USP-E-1-j-1-01-NA-1-1-a / 04,USP-E-1-j-1-01-NA-1-1-a / 05,USP-E-1-j-1-01-NA-1-1-a / 06,USP-E-1-j-1-01-NA-1-1-a / 30,USP-F-1-j-1-01-SB-1-1-a / 03,USP-F-1-j-1-01-SB-1-1-a / 04,USP-F-1-j-1-01-SB-1-1-a / 05,USP-F-1-j-1-01-SB-1-1-a / 06,USP-F-1-j-1-01-SB-1-1-a / 07,USP-F-1-j-1-01-SB-1-1-a / 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,6","13,6","13,6","13,6","13,6","13,6","13,6","13,6","11,2","11,2","12,2",15,"17,6","11,2","11,2","11,2","11,2",15,"13,6","11,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-500-241,2A,P,E,500,500 mm,ok,258,241,2193,UPB-E-1-j-1-01-NA / 03,UPB-E-1-j-1-01-NA / 05,UPB-E-1-j-1-01-NA / 04,UPB-E-1-j-1-01-NA / 06,USP-F-1-j-1-01-SB-1-1 / 22,USP-F-1-j-1-01-SB-1-1 / 23,USP-E-1-j-1-01-NA-1-1-a / 10,USP-E-1-j-1-01-NA-1-1-a / 11,USP-E-1-j-1-01-NA-1-1-a / 20,USP-E-1-j-1-01-NA-1-1-a / 21,USP-E-1-j-1-01-NA-1-1-a / 25,USP-E-1-j-1-01-NA-1-1-a / 26,USP-F-1-j-1-01-SB-1-1-a / 17,USP-F-1-j-1-01-SB-1-1-a / 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,2","29,2","29,2","29,2","17,6","17,6","13,6","13,6","11,2","12,2","12,2","12,2","17,6","13,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-500-241,2A,P,E,500,500 mm,ok,258,241,1892,UPB-E-1-j-1-01-NA / 03,UPB-E-1-j-1-01-NA / 05,UPB-E-1-j-1-01-NA / 04,UPB-E-1-j-1-01-NA / 06,USP-F-1-j-1-01-SB-1-1 / 22,USP-F-1-j-1-01-SB-1-1 / 23,USP-E-1-j-1-01-NA-1-1-a / 10,USP-E-1-j-1-01-NA-1-1-a / 11,USP-E-1-j-1-01-NA-1-1-a / 20,USP-E-1-j-1-01-NA-1-1-a / 21,USP-E-1-j-1-01-NA-1-1-a / 25,USP-E-1-j-1-01-NA-1-1-a / 26,USP-F-1-j-1-01-SB-1-1-a / 17,USP-F-1-j-1-01-SB-1-1-a / 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,2","29,2","29,2","29,2","17,6","17,6","13,6","13,6","11,2","12,2","12,2","12,2","17,6","13,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-500-241,2A,P,E,500,500 mm,ok,258,241,2517,UPB-E-1-j-1-01-NA / 03,UPB-E-1-j-1-01-NA / 05,UPB-E-1-j-1-01-NA / 04,UPB-E-1-j-1-01-NA / 06,USP-F-1-j-1-01-SB-1-1 / 22,USP-F-1-j-1-01-SB-1-1 / 23,USP-E-1-j-1-01-NA-1-1-a / 10,USP-E-1-j-1-01-NA-1-1-a / 11,USP-E-1-j-1-01-NA-1-1-a / 20,USP-E-1-j-1-01-NA-1-1-a / 21,USP-E-1-j-1-01-NA-1-1-a / 25,USP-E-1-j-1-01-NA-1-1-a / 26,USP-F-1-j-1-01-SB-1-1-a / 17,USP-F-1-j-1-01-SB-1-1-a / 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,2","29,2","29,2","29,2","17,6","17,6","13,6","13,6","11,2","12,2","12,2","12,2","17,6","13,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-300-240T003,2A,P,E,300,300 mm,ok,258,240T003,518,UP-E-1-j-1-01-NA-02 / 01,UP-E-1-j-1-01-NA-02 / 02,UP-E-1-j-1-01-NA-02 / 03,UP-E-1-j-1-01-NA-02 / 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,5","64,5","64,5","64,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-300-250T002,2A,P,E,300,300 mm,ok,258,250T002,516,UP-F-1-j-1-01-SB-02 / 01,UP-F-1-j-1-01-SB-02 / 02,UP-F-1-j-1-01-SB-02 / 03,UP-F-1-j-1-01-SB-02 / 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,5","64,5","64,5","64,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-600-260,2A,P,E,600,600 mm,ok,258,260,1773,UP-F-1-j-1-01-SB-02 / 01,UP-F-1-j-1-01-SB-02 / 02,UP-F-1-j-1-01-SB-02 / 03,UP-F-1-j-1-01-SB-02 / 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,5","64,5","64,5","64,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-600-261,2A,P,E,600,600 mm,ok,258,261,1773,UP-E-1-j-1-01-NA-02 / 01,UP-E-1-j-1-01-NA-02 / 02,UP-E-1-j-1-01-NA-02 / 03,UP-E-1-j-1-01-NA-02 / 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,5","64,5","64,5","64,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-900-232,2A,P,E,900,900 mm,ok,258,232,823,RP-E-1-j-1-02 / 26,RP-E-1-j-1-02 / 28,USP-E-1-j-1-01-NA-1-1 / 18,USP-E-1-j-1-01-NA-1-1 / 19,USP-E-1-j-1-01-NA-1-1 / 20,USP-E-1-j-1-01-NA-1-1 / 24,USP-E-1-j-1-01-NA-1-1 / 32,USP-E-1-j-1-01-NA-1-1 / 34,USP-E-1-j-1-01-NA-1-1 / 35,USP-E-1-j-1-01-NA-1-1 / 02,USP-E-1-j-1-01-NA-1-1 / 03,USP-E-1-j-1-01-NA-1-1 / 04,USP-E-1-j-1-01-NA-1-1 / 05,USP-E-1-j-1-01-NA-1-1 / 09,USP-E-1-j-1-01-NA-1-1 / 10,USP-E-1-j-1-01-NA-1-1 / 12,USP-E-1-j-1-01-NA-1-1 / 26,USP-E-1-j-1-01-NA-1-1 / 8,USP-E-1-j-1-01-NA-1-1 / 29,USP-E-1-j-1-01-NA-1-1 / 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,8","26,4",15,"13,6","12,2","11,2","11,2","11,2","11,2","11,2","12,2","12,2","11,2","13,6","13,6","13,6","11,2",0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-900-253.2,2A,P,E,900,900 mm,ok,256,253.2,1289,XFMR-E-1-j-1-05 / 01,MTS-F-1-j-1-SB-1-1 / 01,USP-F-1-j-1-01-SB-1-1 / 40,RP-E-1-j-1-02 / 28,USP-F-1-j-1-01-SB-1-1 / 01,USP-F-1-j-1-01-SB-1-1 / 18,USP-F-1-j-1-01-SB-1-1 / 21,USP-F-1-j-1-01-SB-1-1 / 24,USP-F-1-j-1-01-SB-1-1 / 25,USP-F-1-j-1-01-SB-1-1 / 26,USP-F-1-j-1-01-SB-1-1 / 34,USP-F-1-j-1-01-SB-1-1 / 37,USP-F-1-j-1-01-SB-1-1 / 09,USP-F-1-j-1-01-SB-1-1 / 10,USP-F-1-j-1-01-SB-1-1 / 13,USP-F-1-j-1-01-SB-1-1 / 28,USP-F-1-j-1-01-SB-1-1 / 36,USP-F-1-j-1-01-SB-1-1 / 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"35,1","26,4","26,4","13,6","12,2","11,2","11,2","11,2","11,2","16,8","13,6","13,6","13,6","12,2","16,8","11,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-500-450,2A,P,E,500,500 mm,ok,254,450,1080,MCU-01-MCC-100 / 03,MCU-01-MCC-100 / 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,2","127,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-500-450,2A,P,E,500,500 mm,ok,254,450,484,MCU-01-MCC-100 / 03,MCU-01-MCC-100 / 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,2","127,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-500-450,2A,P,E,500,500 mm,ok,254,450,1525,MCU-01-MCC-100 / 03,MCU-01-MCC-100 / 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,2","127,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-500-450,2A,P,E,500,500 mm,ok,254,450,4660,MCU-01-MCC-100 / 03,MCU-01-MCC-100 / 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,2","127,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-500-450,2A,P,E,500,500 mm,ok,254,450,870,MCU-01-MCC-100 / 03,MCU-01-MCC-100 / 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,2","127,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-500-450,2A,P,E,500,500 mm,ok,254,450,3751,MCU-01-MCC-100 / 03,MCU-01-MCC-100 / 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,2","127,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-500-451,2A,P,E,500,500 mm,ok,254,451,1007,MCU-02-MCC-100 / 03,MCU-02-MCC-100 / 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,2","127,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-500-451,2A,P,E,500,500 mm,ok,254,451,484,MCU-02-MCC-100 / 03,MCU-02-MCC-100 / 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,2","127,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-500-451,2A,P,E,500,500 mm,ok,254,451,1525,MCU-02-MCC-100 / 03,MCU-02-MCC-100 / 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,2","127,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-500-451,2A,P,E,500,500 mm,ok,254,451,4660,MCU-02-MCC-100 / 03,MCU-02-MCC-100 / 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,2","127,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-500-451,2A,P,E,500,500 mm,ok,254,451,870,MCU-02-MCC-100 / 03,MCU-02-MCC-100 / 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,2","127,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-500-451,2A,P,E,500,500 mm,ok,254,451,3751,MCU-02-MCC-100 / 03,MCU-02-MCC-100 / 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,2","127,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-500-451,2A,P,E,500,500 mm,ok,254,451,1007,MCU-02-MCC-100 / 03,MCU-02-MCC-100 / 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,2","127,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-500-451,2A,P,E,500,500 mm,ok,254,451,484,MCU-02-MCC-100 / 03,MCU-02-MCC-100 / 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,2","127,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-500-451,2A,P,E,500,500 mm,ok,254,451,1525,MCU-02-MCC-100 / 03,MCU-02-MCC-100 / 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,2","127,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-500-451,2A,P,E,500,500 mm,ok,254,451,4660,MCU-02-MCC-100 / 03,MCU-02-MCC-100 / 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,2","127,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
